Entity,Code,Day,total_vaccinations_per_hundred
Equatorial Guinea,GNQ,2021-04-20,3.24
Equatorial Guinea,GNQ,2021-04-22,3.98
Equatorial Guinea,GNQ,2021-04-28,5.38
Equatorial Guinea,GNQ,2021-05-18,12.53
Equatorial Guinea,GNQ,2021-05-22,13.75
Equatorial Guinea,GNQ,2021-05-25,14.73
Equatorial Guinea,GNQ,2021-05-28,15.66
Equatorial Guinea,GNQ,2021-05-31,16
Equatorial Guinea,GNQ,2021-06-03,16.83
Equatorial Guinea,GNQ,2021-06-10,17.62
Equatorial Guinea,GNQ,2021-06-12,17.69
Equatorial Guinea,GNQ,2021-06-15,18.18
Equatorial Guinea,GNQ,2021-06-17,18.33
Equatorial Guinea,GNQ,2021-06-23,18.49
Equatorial Guinea,GNQ,2021-06-25,18.57
Equatorial Guinea,GNQ,2021-06-28,18.88
Equatorial Guinea,GNQ,2021-06-30,18.9
Equatorial Guinea,GNQ,2021-07-02,19.24
Estonia,EST,2020-12-27,0.01
Estonia,EST,2020-12-28,0.04
Estonia,EST,2020-12-29,0.07
Estonia,EST,2020-12-30,0.14
Estonia,EST,2020-12-31,0.19
Estonia,EST,2021-01-01,0.19
Estonia,EST,2021-01-02,0.19
Estonia,EST,2021-01-03,0.19
Estonia,EST,2021-01-04,0.24
Estonia,EST,2021-01-05,0.38
Estonia,EST,2021-01-06,0.5
Estonia,EST,2021-01-07,0.6
Estonia,EST,2021-01-08,0.76
Estonia,EST,2021-01-09,0.81
Estonia,EST,2021-01-10,0.82
Estonia,EST,2021-01-11,0.89
Estonia,EST,2021-01-12,1.01
Estonia,EST,2021-01-13,1.11
Estonia,EST,2021-01-14,1.25
Estonia,EST,2021-01-15,1.34
Estonia,EST,2021-01-16,1.36
Estonia,EST,2021-01-17,1.37
Estonia,EST,2021-01-18,1.44
Estonia,EST,2021-01-19,1.53
Estonia,EST,2021-01-20,1.64
Estonia,EST,2021-01-21,1.81
Estonia,EST,2021-01-22,1.92
Estonia,EST,2021-01-23,1.94
Estonia,EST,2021-01-24,1.95
Estonia,EST,2021-01-25,2.03
Estonia,EST,2021-01-26,2.21
Estonia,EST,2021-01-27,2.37
Estonia,EST,2021-01-28,2.56
Estonia,EST,2021-01-29,2.8
Estonia,EST,2021-01-30,2.87
Estonia,EST,2021-01-31,2.91
Estonia,EST,2021-02-01,3.03
Estonia,EST,2021-02-02,3.24
Estonia,EST,2021-02-03,3.48
Estonia,EST,2021-02-04,3.75
Estonia,EST,2021-02-05,3.98
Estonia,EST,2021-02-06,4.02
Estonia,EST,2021-02-07,4.03
Estonia,EST,2021-02-08,4.15
Estonia,EST,2021-02-09,4.38
Estonia,EST,2021-02-10,4.65
Estonia,EST,2021-02-11,4.95
Estonia,EST,2021-02-12,5.13
Estonia,EST,2021-02-13,5.15
Estonia,EST,2021-02-14,5.16
Estonia,EST,2021-02-15,5.22
Estonia,EST,2021-02-16,5.4
Estonia,EST,2021-02-17,5.73
Estonia,EST,2021-02-18,6.2
Estonia,EST,2021-02-19,6.56
Estonia,EST,2021-02-20,6.62
Estonia,EST,2021-02-21,6.69
Estonia,EST,2021-02-22,6.91
Estonia,EST,2021-02-23,7.27
Estonia,EST,2021-02-24,7.3
Estonia,EST,2021-02-25,7.79
Estonia,EST,2021-02-26,8.36
Estonia,EST,2021-02-27,8.47
Estonia,EST,2021-02-28,8.5
Estonia,EST,2021-03-01,8.76
Estonia,EST,2021-03-02,9.15
Estonia,EST,2021-03-03,9.55
Estonia,EST,2021-03-04,10.13
Estonia,EST,2021-03-05,10.66
Estonia,EST,2021-03-06,10.95
Estonia,EST,2021-03-07,11.02
Estonia,EST,2021-03-08,11.3
Estonia,EST,2021-03-09,11.68
Estonia,EST,2021-03-10,12.17
Estonia,EST,2021-03-11,13.01
Estonia,EST,2021-03-12,13.58
Estonia,EST,2021-03-13,14
Estonia,EST,2021-03-14,14.4
Estonia,EST,2021-03-15,14.67
Estonia,EST,2021-03-16,15.01
Estonia,EST,2021-03-17,15.42
Estonia,EST,2021-03-18,15.98
Estonia,EST,2021-03-19,16.63
Estonia,EST,2021-03-20,16.8
Estonia,EST,2021-03-21,16.91
Estonia,EST,2021-03-22,17.09
Estonia,EST,2021-03-23,17.31
Estonia,EST,2021-03-24,17.74
Estonia,EST,2021-03-25,18.5
Estonia,EST,2021-03-26,19
Estonia,EST,2021-03-27,19.18
Estonia,EST,2021-03-28,19.22
Estonia,EST,2021-03-29,19.39
Estonia,EST,2021-03-30,19.66
Estonia,EST,2021-03-31,20.11
Estonia,EST,2021-04-01,21.01
Estonia,EST,2021-04-02,21.31
Estonia,EST,2021-04-03,21.94
Estonia,EST,2021-04-04,22.26
Estonia,EST,2021-04-05,22.52
Estonia,EST,2021-04-06,22.79
Estonia,EST,2021-04-07,23.25
Estonia,EST,2021-04-08,24.22
Estonia,EST,2021-04-09,25.02
Estonia,EST,2021-04-10,25.14
Estonia,EST,2021-04-11,25.17
Estonia,EST,2021-04-12,25.31
Estonia,EST,2021-04-13,25.53
Estonia,EST,2021-04-14,26.07
Estonia,EST,2021-04-15,27.02
Estonia,EST,2021-04-16,27.89
Estonia,EST,2021-04-17,28.04
Estonia,EST,2021-04-18,28.15
Estonia,EST,2021-04-19,28.34
Estonia,EST,2021-04-20,28.66
Estonia,EST,2021-04-21,29.05
Estonia,EST,2021-04-22,29.92
Estonia,EST,2021-04-23,30.59
Estonia,EST,2021-04-24,30.82
Estonia,EST,2021-04-25,31.01
Estonia,EST,2021-04-26,31.25
Estonia,EST,2021-04-27,31.76
Estonia,EST,2021-04-28,32.61
Estonia,EST,2021-04-29,33.72
Estonia,EST,2021-04-30,34.62
Estonia,EST,2021-05-01,34.85
Estonia,EST,2021-05-02,35.03
Estonia,EST,2021-05-03,35.46
Estonia,EST,2021-05-04,36.12
Estonia,EST,2021-05-05,37.11
Estonia,EST,2021-05-06,38.43
Estonia,EST,2021-05-07,39.47
Estonia,EST,2021-05-08,39.89
Estonia,EST,2021-05-09,40.13
Estonia,EST,2021-05-10,40.45
Estonia,EST,2021-05-11,40.92
Estonia,EST,2021-05-12,41.68
Estonia,EST,2021-05-13,42.66
Estonia,EST,2021-05-14,43.32
Estonia,EST,2021-05-15,43.58
Estonia,EST,2021-05-16,43.65
Estonia,EST,2021-05-17,44.18
Estonia,EST,2021-05-18,44.77
Estonia,EST,2021-05-19,45.45
Estonia,EST,2021-05-20,46.56
Estonia,EST,2021-05-21,47.64
Estonia,EST,2021-05-22,48
Estonia,EST,2021-05-23,48.29
Estonia,EST,2021-05-24,48.7
Estonia,EST,2021-05-25,49.23
Estonia,EST,2021-05-26,50.09
Estonia,EST,2021-05-27,51.31
Estonia,EST,2021-05-28,52.25
Estonia,EST,2021-05-29,52.64
Estonia,EST,2021-05-30,52.99
Estonia,EST,2021-05-31,53.27
Estonia,EST,2021-06-01,53.91
Estonia,EST,2021-06-02,54.74
Estonia,EST,2021-06-03,55.8
Estonia,EST,2021-06-04,56.67
Estonia,EST,2021-06-05,57.07
Estonia,EST,2021-06-06,57.46
Estonia,EST,2021-06-07,57.93
Estonia,EST,2021-06-08,58.66
Estonia,EST,2021-06-09,59.67
Estonia,EST,2021-06-10,60.8
Estonia,EST,2021-06-11,61.7
Estonia,EST,2021-06-12,62.21
Estonia,EST,2021-06-13,62.56
Estonia,EST,2021-06-14,63.14
Estonia,EST,2021-06-15,63.94
Estonia,EST,2021-06-16,64.94
Estonia,EST,2021-06-17,66
Estonia,EST,2021-06-18,67.06
Estonia,EST,2021-06-19,67.53
Estonia,EST,2021-06-20,67.84
Estonia,EST,2021-06-21,68.49
Estonia,EST,2021-06-22,68.93
Estonia,EST,2021-06-23,68.94
Estonia,EST,2021-06-24,68.95
Estonia,EST,2021-06-25,69.53
Estonia,EST,2021-06-26,69.86
Estonia,EST,2021-06-27,70.2
Estonia,EST,2021-06-28,70.76
Estonia,EST,2021-06-29,71.4
Estonia,EST,2021-06-30,72.07
Estonia,EST,2021-07-01,72.62
Estonia,EST,2021-07-02,73.18
Estonia,EST,2021-07-03,73.56
Estonia,EST,2021-07-04,73.98
Estonia,EST,2021-07-05,74.33
Eswatini,SWZ,2021-03-30,0
Eswatini,SWZ,2021-04-05,1.75
Eswatini,SWZ,2021-04-08,2.38
Eswatini,SWZ,2021-04-19,2.74
Eswatini,SWZ,2021-04-20,2.84
Eswatini,SWZ,2021-04-22,2.87
Eswatini,SWZ,2021-04-23,2.89
Eswatini,SWZ,2021-04-25,3.01
Eswatini,SWZ,2021-05-13,3.04
Eswatini,SWZ,2021-06-23,3.82
Eswatini,SWZ,2021-06-25,4.03
Eswatini,SWZ,2021-06-26,4.1
Ethiopia,ETH,2021-04-08,0.37
Ethiopia,ETH,2021-04-28,0.93
Ethiopia,ETH,2021-04-29,0.96
Ethiopia,ETH,2021-04-30,0.97
Ethiopia,ETH,2021-05-01,0.99
Ethiopia,ETH,2021-05-02,0.99
Ethiopia,ETH,2021-05-03,1.02
Ethiopia,ETH,2021-05-04,1.04
Ethiopia,ETH,2021-05-05,1.06
Ethiopia,ETH,2021-05-06,1.08
Ethiopia,ETH,2021-05-07,1.12
Ethiopia,ETH,2021-05-08,1.12
Ethiopia,ETH,2021-05-09,1.13
Ethiopia,ETH,2021-05-10,1.13
Ethiopia,ETH,2021-05-11,1.18
Ethiopia,ETH,2021-05-12,1.22
Ethiopia,ETH,2021-05-13,1.24
Ethiopia,ETH,2021-05-14,1.25
Ethiopia,ETH,2021-05-15,1.27
Ethiopia,ETH,2021-05-16,1.27
Ethiopia,ETH,2021-05-17,1.28
Ethiopia,ETH,2021-05-18,1.29
Ethiopia,ETH,2021-05-19,1.31
Ethiopia,ETH,2021-05-20,1.33
Ethiopia,ETH,2021-05-21,1.38
Ethiopia,ETH,2021-05-22,1.4
Ethiopia,ETH,2021-05-23,1.44
Ethiopia,ETH,2021-05-24,1.47
Ethiopia,ETH,2021-05-25,1.49
Ethiopia,ETH,2021-05-26,1.51
Ethiopia,ETH,2021-05-27,1.55
Ethiopia,ETH,2021-05-28,1.56
Ethiopia,ETH,2021-05-29,1.57
Ethiopia,ETH,2021-05-30,1.57
Ethiopia,ETH,2021-05-31,1.58
Ethiopia,ETH,2021-06-01,1.59
Ethiopia,ETH,2021-06-02,1.6
Ethiopia,ETH,2021-06-03,1.61
Ethiopia,ETH,2021-06-04,1.62
Ethiopia,ETH,2021-06-05,1.63
Ethiopia,ETH,2021-06-06,1.64
Ethiopia,ETH,2021-06-07,1.64
Ethiopia,ETH,2021-06-08,1.65
Ethiopia,ETH,2021-06-09,1.65
Ethiopia,ETH,2021-06-10,1.67
Ethiopia,ETH,2021-06-11,1.68
Ethiopia,ETH,2021-06-12,1.68
Ethiopia,ETH,2021-06-13,1.69
Ethiopia,ETH,2021-06-14,1.69
Ethiopia,ETH,2021-06-15,1.7
Ethiopia,ETH,2021-06-16,1.71
Ethiopia,ETH,2021-06-17,1.71
Ethiopia,ETH,2021-06-18,1.72
Ethiopia,ETH,2021-06-19,1.72
Ethiopia,ETH,2021-06-20,1.72
Ethiopia,ETH,2021-06-22,1.72
Ethiopia,ETH,2021-06-23,1.73
Ethiopia,ETH,2021-06-24,1.73
Ethiopia,ETH,2021-06-25,1.73
Ethiopia,ETH,2021-06-26,1.73
Ethiopia,ETH,2021-06-27,1.73
Ethiopia,ETH,2021-06-28,1.74
Ethiopia,ETH,2021-06-29,1.75
Ethiopia,ETH,2021-06-30,1.76
Ethiopia,ETH,2021-07-01,1.76
Ethiopia,ETH,2021-07-02,1.77
Ethiopia,ETH,2021-07-03,1.77
Ethiopia,ETH,2021-07-04,1.77
Europe,,2020-12-02,0
Europe,,2020-12-03,0
Europe,,2020-12-04,0
Europe,,2020-12-05,0
Europe,,2020-12-06,0
Europe,,2020-12-07,0
Europe,,2020-12-08,0
Europe,,2020-12-09,0
Europe,,2020-12-10,0
Europe,,2020-12-11,0
Europe,,2020-12-12,0
Europe,,2020-12-13,0.01
Europe,,2020-12-14,0.01
Europe,,2020-12-15,0.02
Europe,,2020-12-16,0.02
Europe,,2020-12-17,0.02
Europe,,2020-12-18,0.02
Europe,,2020-12-19,0.02
Europe,,2020-12-20,0.09
Europe,,2020-12-21,0.09
Europe,,2020-12-22,0.1
Europe,,2020-12-23,0.1
Europe,,2020-12-24,0.1
Europe,,2020-12-25,0.1
Europe,,2020-12-26,0.1
Europe,,2020-12-27,0.15
Europe,,2020-12-28,0.15
Europe,,2020-12-29,0.17
Europe,,2020-12-30,0.19
Europe,,2020-12-31,0.2
Europe,,2021-01-01,0.21
Europe,,2021-01-02,0.32
Europe,,2021-01-03,0.38
Europe,,2021-01-04,0.42
Europe,,2021-01-05,0.46
Europe,,2021-01-06,0.49
Europe,,2021-01-07,0.54
Europe,,2021-01-08,0.6
Europe,,2021-01-09,0.62
Europe,,2021-01-10,0.82
Europe,,2021-01-11,0.9
Europe,,2021-01-12,1
Europe,,2021-01-13,1.14
Europe,,2021-01-14,1.26
Europe,,2021-01-15,1.37
Europe,,2021-01-16,1.44
Europe,,2021-01-17,1.51
Europe,,2021-01-18,1.62
Europe,,2021-01-19,1.74
Europe,,2021-01-20,1.87
Europe,,2021-01-21,2.02
Europe,,2021-01-22,2.16
Europe,,2021-01-23,2.27
Europe,,2021-01-24,2.39
Europe,,2021-01-25,2.51
Europe,,2021-01-26,2.64
Europe,,2021-01-27,2.78
Europe,,2021-01-28,2.94
Europe,,2021-01-29,3.09
Europe,,2021-01-30,3.22
Europe,,2021-01-31,3.35
Europe,,2021-02-01,3.48
Europe,,2021-02-02,3.63
Europe,,2021-02-03,3.81
Europe,,2021-02-04,3.99
Europe,,2021-02-05,4.15
Europe,,2021-02-06,4.27
Europe,,2021-02-07,4.4
Europe,,2021-02-08,4.51
Europe,,2021-02-09,4.66
Europe,,2021-02-10,4.83
Europe,,2021-02-11,5.04
Europe,,2021-02-12,5.24
Europe,,2021-02-13,5.37
Europe,,2021-02-14,5.51
Europe,,2021-02-15,5.63
Europe,,2021-02-16,5.78
Europe,,2021-02-17,5.97
Europe,,2021-02-18,6.18
Europe,,2021-02-19,6.35
Europe,,2021-02-20,6.47
Europe,,2021-02-21,6.6
Europe,,2021-02-22,6.72
Europe,,2021-02-23,6.92
Europe,,2021-02-24,7.15
Europe,,2021-02-25,7.37
Europe,,2021-02-26,7.61
Europe,,2021-02-27,7.76
Europe,,2021-02-28,7.93
Europe,,2021-03-01,8.08
Europe,,2021-03-02,8.83
Europe,,2021-03-03,9.1
Europe,,2021-03-04,9.46
Europe,,2021-03-05,9.74
Europe,,2021-03-06,9.99
Europe,,2021-03-07,10.19
Europe,,2021-03-08,10.38
Europe,,2021-03-09,10.6
Europe,,2021-03-10,10.88
Europe,,2021-03-11,11.21
Europe,,2021-03-12,11.5
Europe,,2021-03-13,11.72
Europe,,2021-03-14,11.9
Europe,,2021-03-15,12.13
Europe,,2021-03-16,12.34
Europe,,2021-03-17,12.67
Europe,,2021-03-18,12.96
Europe,,2021-03-19,13.29
Europe,,2021-03-20,13.55
Europe,,2021-03-21,13.73
Europe,,2021-03-22,13.98
Europe,,2021-03-23,14.25
Europe,,2021-03-24,14.58
Europe,,2021-03-25,14.91
Europe,,2021-03-26,15.33
Europe,,2021-03-27,15.56
Europe,,2021-03-28,15.8
Europe,,2021-03-29,16.44
Europe,,2021-03-30,16.8
Europe,,2021-03-31,17.21
Europe,,2021-04-01,17.64
Europe,,2021-04-02,17.93
Europe,,2021-04-03,18.17
Europe,,2021-04-04,18.38
Europe,,2021-04-05,18.55
Europe,,2021-04-06,18.88
Europe,,2021-04-07,19.41
Europe,,2021-04-08,19.94
Europe,,2021-04-09,20.46
Europe,,2021-04-10,20.85
Europe,,2021-04-11,21.16
Europe,,2021-04-12,21.53
Europe,,2021-04-13,21.97
Europe,,2021-04-14,22.45
Europe,,2021-04-15,23
Europe,,2021-04-16,23.5
Europe,,2021-04-17,23.84
Europe,,2021-04-18,24.25
Europe,,2021-04-19,24.67
Europe,,2021-04-20,25.1
Europe,,2021-04-21,25.64
Europe,,2021-04-22,26.2
Europe,,2021-04-23,26.76
Europe,,2021-04-24,27.13
Europe,,2021-04-25,27.58
Europe,,2021-04-26,27.94
Europe,,2021-04-27,28.48
Europe,,2021-04-28,29.17
Europe,,2021-04-29,29.84
Europe,,2021-04-30,30.38
Europe,,2021-05-01,30.73
Europe,,2021-05-02,31.18
Europe,,2021-05-03,31.53
Europe,,2021-05-04,32.02
Europe,,2021-05-05,32.8
Europe,,2021-05-06,33.55
Europe,,2021-05-07,34.18
Europe,,2021-05-08,34.62
Europe,,2021-05-09,35.12
Europe,,2021-05-10,35.61
Europe,,2021-05-11,36.22
Europe,,2021-05-12,36.98
Europe,,2021-05-13,37.61
Europe,,2021-05-14,38.23
Europe,,2021-05-15,38.74
Europe,,2021-05-16,39.28
Europe,,2021-05-17,39.75
Europe,,2021-05-18,40.38
Europe,,2021-05-19,41.05
Europe,,2021-05-20,41.83
Europe,,2021-05-21,42.47
Europe,,2021-05-22,43.03
Europe,,2021-05-23,43.63
Europe,,2021-05-24,44.04
Europe,,2021-05-25,44.64
Europe,,2021-05-26,45.4
Europe,,2021-05-27,46.09
Europe,,2021-05-28,46.74
Europe,,2021-05-29,47.18
Europe,,2021-05-30,47.74
Europe,,2021-05-31,48.18
Europe,,2021-06-01,48.9
Europe,,2021-06-02,49.7
Europe,,2021-06-03,50.36
Europe,,2021-06-04,51
Europe,,2021-06-05,51.48
Europe,,2021-06-06,52.19
Europe,,2021-06-07,52.75
Europe,,2021-06-08,53.43
Europe,,2021-06-09,54.32
Europe,,2021-06-10,55.08
Europe,,2021-06-11,55.74
Europe,,2021-06-12,56.23
Europe,,2021-06-13,56.89
Europe,,2021-06-14,57.39
Europe,,2021-06-15,57.98
Europe,,2021-06-16,58.77
Europe,,2021-06-17,59.57
Europe,,2021-06-18,60.2
Europe,,2021-06-19,60.67
Europe,,2021-06-20,61.58
Europe,,2021-06-21,62.06
Europe,,2021-06-22,62.8
Europe,,2021-06-23,63.52
Europe,,2021-06-24,64.24
Europe,,2021-06-25,64.87
Europe,,2021-06-26,65.38
Europe,,2021-06-27,66.05
Europe,,2021-06-28,66.6
Europe,,2021-06-29,67.34
Europe,,2021-06-30,68.1
Europe,,2021-07-01,68.86
Europe,,2021-07-02,69.53
Europe,,2021-07-03,69.98
Europe,,2021-07-04,70.53
Europe,,2021-07-05,70.69
European Union,,2020-12-04,0
European Union,,2020-12-07,0
European Union,,2020-12-16,0
European Union,,2020-12-17,0
European Union,,2020-12-18,0
European Union,,2020-12-19,0
European Union,,2020-12-20,0
European Union,,2020-12-21,0
European Union,,2020-12-22,0
European Union,,2020-12-23,0
European Union,,2020-12-24,0
European Union,,2020-12-26,0
European Union,,2020-12-27,0.01
European Union,,2020-12-28,0.02
European Union,,2020-12-29,0.04
European Union,,2020-12-30,0.07
European Union,,2020-12-31,0.1
European Union,,2021-01-01,0.11
European Union,,2021-01-02,0.13
European Union,,2021-01-03,0.15
European Union,,2021-01-04,0.21
European Union,,2021-01-05,0.28
European Union,,2021-01-06,0.33
European Union,,2021-01-07,0.42
European Union,,2021-01-08,0.5
European Union,,2021-01-09,0.55
European Union,,2021-01-10,0.6
European Union,,2021-01-11,0.69
European Union,,2021-01-12,0.8
European Union,,2021-01-13,0.93
European Union,,2021-01-14,1.05
European Union,,2021-01-15,1.16
European Union,,2021-01-16,1.21
European Union,,2021-01-17,1.28
European Union,,2021-01-18,1.41
European Union,,2021-01-19,1.54
European Union,,2021-01-20,1.68
European Union,,2021-01-21,1.82
European Union,,2021-01-22,1.94
European Union,,2021-01-23,2
European Union,,2021-01-24,2.1
European Union,,2021-01-25,2.21
European Union,,2021-01-26,2.35
European Union,,2021-01-27,2.49
European Union,,2021-01-28,2.65
European Union,,2021-01-29,2.78
European Union,,2021-01-30,2.86
European Union,,2021-01-31,3.01
European Union,,2021-02-01,3.13
European Union,,2021-02-02,3.29
European Union,,2021-02-03,3.46
European Union,,2021-02-04,3.65
European Union,,2021-02-05,3.8
European Union,,2021-02-06,3.87
European Union,,2021-02-07,4.01
European Union,,2021-02-08,4.12
European Union,,2021-02-09,4.27
European Union,,2021-02-10,4.42
European Union,,2021-02-11,4.65
European Union,,2021-02-12,4.81
European Union,,2021-02-13,4.9
European Union,,2021-02-14,5.06
European Union,,2021-02-15,5.19
European Union,,2021-02-16,5.34
European Union,,2021-02-17,5.54
European Union,,2021-02-18,5.77
European Union,,2021-02-19,5.96
European Union,,2021-02-20,6.08
European Union,,2021-02-21,6.26
European Union,,2021-02-22,6.42
European Union,,2021-02-23,6.59
European Union,,2021-02-24,6.85
European Union,,2021-02-25,7.07
European Union,,2021-02-26,7.34
European Union,,2021-02-27,7.48
European Union,,2021-02-28,7.73
European Union,,2021-03-01,7.92
European Union,,2021-03-02,8.14
European Union,,2021-03-03,8.44
European Union,,2021-03-04,8.79
European Union,,2021-03-05,9.07
European Union,,2021-03-06,9.31
European Union,,2021-03-07,9.59
European Union,,2021-03-08,9.83
European Union,,2021-03-09,10.11
European Union,,2021-03-10,10.4
European Union,,2021-03-11,10.8
European Union,,2021-03-12,11.14
European Union,,2021-03-13,11.36
European Union,,2021-03-14,11.59
European Union,,2021-03-15,11.86
European Union,,2021-03-16,12.09
European Union,,2021-03-17,12.35
European Union,,2021-03-18,12.65
European Union,,2021-03-19,12.95
European Union,,2021-03-20,13.17
European Union,,2021-03-21,13.37
European Union,,2021-03-22,13.68
European Union,,2021-03-23,14
European Union,,2021-03-24,14.4
European Union,,2021-03-25,14.79
European Union,,2021-03-26,15.31
European Union,,2021-03-27,15.55
European Union,,2021-03-28,15.83
European Union,,2021-03-29,16.18
European Union,,2021-03-30,16.61
European Union,,2021-03-31,17.07
European Union,,2021-04-01,17.56
European Union,,2021-04-02,17.92
European Union,,2021-04-03,18.21
European Union,,2021-04-04,18.5
European Union,,2021-04-05,18.72
European Union,,2021-04-06,19.13
European Union,,2021-04-07,19.73
European Union,,2021-04-08,20.39
European Union,,2021-04-09,21.01
European Union,,2021-04-10,21.44
European Union,,2021-04-11,21.87
European Union,,2021-04-12,22.38
European Union,,2021-04-13,22.92
European Union,,2021-04-14,23.49
European Union,,2021-04-15,24.2
European Union,,2021-04-16,24.79
European Union,,2021-04-17,25.16
European Union,,2021-04-18,25.66
European Union,,2021-04-19,26.25
European Union,,2021-04-20,26.77
European Union,,2021-04-21,27.45
European Union,,2021-04-22,28.12
European Union,,2021-04-23,28.77
European Union,,2021-04-24,29.11
European Union,,2021-04-25,29.76
European Union,,2021-04-26,30.21
European Union,,2021-04-27,30.9
European Union,,2021-04-28,31.72
European Union,,2021-04-29,32.56
European Union,,2021-04-30,33.19
European Union,,2021-05-01,33.63
European Union,,2021-05-02,34.29
European Union,,2021-05-03,34.8
European Union,,2021-05-04,35.5
European Union,,2021-05-05,36.48
European Union,,2021-05-06,37.44
European Union,,2021-05-07,38.25
European Union,,2021-05-08,38.77
European Union,,2021-05-09,39.54
European Union,,2021-05-10,40.19
European Union,,2021-05-11,41.06
European Union,,2021-05-12,41.94
European Union,,2021-05-13,42.78
European Union,,2021-05-14,43.54
European Union,,2021-05-15,44.09
European Union,,2021-05-16,44.88
European Union,,2021-05-17,45.52
European Union,,2021-05-18,46.32
European Union,,2021-05-19,47.16
European Union,,2021-05-20,48.18
European Union,,2021-05-21,49
European Union,,2021-05-22,49.53
European Union,,2021-05-23,50.37
European Union,,2021-05-24,50.86
European Union,,2021-05-25,51.6
European Union,,2021-05-26,52.54
European Union,,2021-05-27,53.44
European Union,,2021-05-28,54.26
European Union,,2021-05-29,54.79
European Union,,2021-05-30,55.57
European Union,,2021-05-31,56.2
European Union,,2021-06-01,57.08
European Union,,2021-06-02,58.11
European Union,,2021-06-03,58.95
European Union,,2021-06-04,59.73
European Union,,2021-06-05,60.33
European Union,,2021-06-06,61.37
European Union,,2021-06-07,62.09
European Union,,2021-06-08,63.02
European Union,,2021-06-09,64.24
European Union,,2021-06-10,65.27
European Union,,2021-06-11,66.13
European Union,,2021-06-12,66.67
European Union,,2021-06-13,67.62
European Union,,2021-06-14,68.33
European Union,,2021-06-15,69.15
European Union,,2021-06-16,70.24
European Union,,2021-06-17,71.22
European Union,,2021-06-18,72.06
European Union,,2021-06-19,72.6
European Union,,2021-06-20,73.99
European Union,,2021-06-21,74.68
European Union,,2021-06-22,75.59
European Union,,2021-06-23,76.62
European Union,,2021-06-24,77.46
European Union,,2021-06-25,78.2
European Union,,2021-06-26,78.83
European Union,,2021-06-27,79.81
European Union,,2021-06-28,80.56
European Union,,2021-06-29,81.55
European Union,,2021-06-30,82.54
European Union,,2021-07-01,83.48
European Union,,2021-07-02,84.3
European Union,,2021-07-03,84.8
European Union,,2021-07-04,85.59
European Union,,2021-07-05,85.8
Faeroe Islands,FRO,2021-01-29,8.17
Faeroe Islands,FRO,2021-02-06,9.53
Faeroe Islands,FRO,2021-02-08,9.79
Faeroe Islands,FRO,2021-02-10,10.96
Faeroe Islands,FRO,2021-02-21,11.63
Faeroe Islands,FRO,2021-02-23,12.81
Faeroe Islands,FRO,2021-02-24,13.74
Faeroe Islands,FRO,2021-03-03,14.41
Faeroe Islands,FRO,2021-03-04,15.13
Faeroe Islands,FRO,2021-03-05,15.48
Faeroe Islands,FRO,2021-03-06,16.22
Faeroe Islands,FRO,2021-03-08,16.51
Faeroe Islands,FRO,2021-03-12,18.07
Faeroe Islands,FRO,2021-03-16,18.35
Faeroe Islands,FRO,2021-03-17,18.77
Faeroe Islands,FRO,2021-03-18,19.12
Faeroe Islands,FRO,2021-03-22,19.29
Faeroe Islands,FRO,2021-03-26,19.77
Faeroe Islands,FRO,2021-03-27,20.38
Faeroe Islands,FRO,2021-03-30,22.04
Faeroe Islands,FRO,2021-04-08,23.52
Faeroe Islands,FRO,2021-04-12,25.84
Faeroe Islands,FRO,2021-04-13,26.87
Faeroe Islands,FRO,2021-04-14,28.1
Faeroe Islands,FRO,2021-04-15,29.27
Faeroe Islands,FRO,2021-04-19,29.9
Faeroe Islands,FRO,2021-04-21,30.36
Faeroe Islands,FRO,2021-04-22,31.78
Faeroe Islands,FRO,2021-04-24,35.36
Faeroe Islands,FRO,2021-04-26,37.44
Faeroe Islands,FRO,2021-04-27,39.42
Faeroe Islands,FRO,2021-04-28,41.42
Faeroe Islands,FRO,2021-05-06,43.24
Faeroe Islands,FRO,2021-05-08,46.49
Faeroe Islands,FRO,2021-05-09,48.13
Faeroe Islands,FRO,2021-05-11,52.04
Faeroe Islands,FRO,2021-05-13,53.73
Faeroe Islands,FRO,2021-05-16,55.21
Faeroe Islands,FRO,2021-05-22,56.65
Faeroe Islands,FRO,2021-05-23,58.62
Faeroe Islands,FRO,2021-05-24,60.71
Faeroe Islands,FRO,2021-05-25,61.77
Faeroe Islands,FRO,2021-05-26,62.87
Faeroe Islands,FRO,2021-05-28,66.39
Faeroe Islands,FRO,2021-05-30,66.7
Faeroe Islands,FRO,2021-06-03,69.75
Faeroe Islands,FRO,2021-06-04,70.71
Faeroe Islands,FRO,2021-06-06,72.72
Faeroe Islands,FRO,2021-06-07,74.58
Faeroe Islands,FRO,2021-06-09,78.26
Faeroe Islands,FRO,2021-06-13,81.83
Faeroe Islands,FRO,2021-06-15,82.54
Faeroe Islands,FRO,2021-06-16,82.85
Faeroe Islands,FRO,2021-06-18,84.87
Faeroe Islands,FRO,2021-06-19,85.24
Faeroe Islands,FRO,2021-06-20,86.89
Faeroe Islands,FRO,2021-06-21,89.01
Faeroe Islands,FRO,2021-06-22,90.89
Faeroe Islands,FRO,2021-06-24,93.02
Faeroe Islands,FRO,2021-06-25,94.3
Faeroe Islands,FRO,2021-06-28,95.93
